"","id","first_name","height_feet","height_inches","last_name","position","weight_pounds","team.id","team.abbreviation","team.city","team.conference","team.division","team.full_name","team.name"
"2609",2162,"Deyonta",NA,NA,"Davis","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"2610",302,"Luc",6,8,"Mbah a Moute","F",230,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"2611",80,"Jose",6,3,"Calderon","G",200,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"2612",103,"Darren",6,0,"Collison","G",175,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"2613",50191,"Bonzie",6,6,"Colson","F",225,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
"2614",327,"Jaylen",6,5,"Morris","G",185,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
"2615",423,"Jason",7,0,"Smith","F-C",240,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"2616",34,"Jerryd",6,3,"Bayless","G",200,18,"MIN","Minnesota","West","Northwest","Minnesota Timberwolves","Timberwolves"
"2617",50,"Antonio",6,4,"Blakeney","G",192,5,"CHI","Chicago","East","Central","Chicago Bulls","Bulls"
"2618",1764,"Corey",6,9,"Brewer","",186,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"2619",99,"Ian",6,3,"Clark","G",175,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"2620",1938,"Jimmer",NA,NA,"Fredette","",NA,24,"PHX","Phoenix","West","Pacific","Phoenix Suns","Suns"
"2621",2139,"RJ",6,5,"Hunter","",185,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"2622",2007,"John",6,4,"Jenkins","",215,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"2623",291,"Shelvin",NA,NA,"Mack","G",NA,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"2624",321,"Nikola",6,10,"Mirotic","F",250,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
"2625",325,"Greg",NA,NA,"Monroe","C",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"2626",2223,"Ben",6,8,"Moore","",220,27,"SAS","San Antonio","West","Southwest","San Antonio Spurs","Spurs"
"2627",346,"Dirk",7,0,"Nowitzki","F",245,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2628",381,"Alex",6,9,"Poythress","F",235,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"2629",1771,"Joakim",6,11,"Noah","",230,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"2630",5471,"Brandon",6,5,"Sampson","",184,5,"CHI","Chicago","East","Central","Chicago Bulls","Bulls"
"2631",412,"Wayne",6,5,"Selden","G-F",230,5,"CHI","Chicago","East","Central","Chicago Bulls","Bulls"
"2632",183,"Jerian",6,4,"Grant","G",205,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2633",239,"Jonas",6,10,"Jerebko","F",231,10,"GSW","Golden State","West","Pacific","Golden State Warriors","Warriors"
"2634",429,"Nik",6,6,"Stauskas","G",205,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2635",3943,"Julian",6,8,"Washburn","",209,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"2636",7,"Rawle",6,5,"Alkins","G",225,5,"CHI","Chicago","East","Central","Chicago Bulls","Bulls"
"2637",50609,"Dairis",NA,NA,"Bertans","G",NA,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"2638",361,"Zaza",6,11,"Pachulia","C",270,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"2639",50947,"Tarik",NA,NA,"Phillip","G",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"2640",374,"Quincy",6,7,"Pondexter","F",230,27,"SAS","San Antonio","West","Southwest","San Antonio Spurs","Spurs"
"2641",418,"Jonathon",6,6,"Simmons","F",195,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"2642",453,"Ekpe",6,10,"Udoh","C-F",245,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"2643",488,"Guerschon",6,8,"Yabusele","F",260,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"2644",164,"Channing",7,0,"Frye","F-C",255,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2645",50737,"Billy",NA,NA,"Garrett","G-F",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"2646",2178,"Jonathan",NA,NA,"Gibson","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"2647",195,"Devin",6,3,"Harris","G",185,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2648",1988,"Donatas",NA,NA,"Motiejunas","",NA,27,"SAS","San Antonio","West","Southwest","San Antonio Spurs","Spurs"
"2649",332,"Timofey",7,1,"Mozgov","C",275,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2650",363,"Tony",6,2,"Parker","G",185,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"2651",209,"Isaiah",6,9,"Hicks","F",230,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"2652",311,"Jodie",NA,NA,"Meeks","G",NA,28,"TOR","Toronto","East","Atlantic","Toronto Raptors","Raptors"
"2653",312,"Salah",NA,NA,"Mejri","C",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2654",461,"Dwyane",6,4,"Wade","G",220,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"2655",2160,"Isaiah",6,4,"Whitehead","",213,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"2656",477,"Alan",6,8,"Williams","F-C",265,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"2657",483,"Troy",6,7,"Williams","F",218,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"2658",666393,"Jalen",NA,NA,"Adams","G",NA,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"2659",2,"Jaylen",6,2,"Adams","G",190,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
"2660",3450,"Deng",6,7,"Adel","",200,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"2661",5,"DeVaughn",NA,NA,"Akoon-Purcell","G-F",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"2662",666401,"Kyle",NA,NA,"Alexander","F",NA,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"2663",21,"D.J.",6,0,"Augustin","G",183,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2664",666453,"Marques",NA,NA,"Bolden","C",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2665",11,"Justin",6,6,"Anderson","G-F",230,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"2666",2048,"Anthony",NA,NA,"Bennett","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"2667",1891701,"Eric",NA,NA,"Mika","C-F",NA,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"2668",666438,"Javon",NA,NA,"Bess","G",NA,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"2669",666440,"Kavell",NA,NA,"Bigby-Williams","C",NA,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"2670",666446,"Keljin",NA,NA,"Blevins","F",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"2671",3090,"Jaron",6,8,"Blossomgame","",220,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"2672",52,"Trevon",6,6,"Bluiett","G-F",198,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"2673",666457,"Phil",NA,NA,"Booth","G",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"2674",1936,"Jeremy",NA,NA,"Pargo","",NA,10,"GSW","Golden State","West","Pacific","Golden State Warriors","Warriors"
"2675",1280857,"Kevin",NA,NA,"Hervey","F",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"2676",666467,"Amida",NA,NA,"Brimah","C",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"2677",2116373,"Dusty",NA,NA,"Hannahs","G",NA,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"2678",350,"David",6,4,"Nwaba","G",219,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"2679",666809,"Jaylen",NA,NA,"Nowell","G",NA,18,"MIN","Minnesota","West","Northwest","Minnesota Timberwolves","Timberwolves"
"2680",1986689,"Malik",NA,NA,"Newman","G",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2681",347,"Frank",6,6,"Ntilikina","G",200,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"2682",349,"Jusuf",7,0,"Nurkic","C",275,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"2683",351,"Royce",6,6,"O'Neale","F",226,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"2684",352,"Kyle",6,10,"O'Quinn","C",250,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"2685",353,"Semi",6,7,"Ojeleye","F",241,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"2686",354,"Jahlil",6,11,"Okafor","C",275,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"2687",355,"Elie",6,3,"Okobo","G",190,24,"PHX","Phoenix","West","Pacific","Phoenix Suns","Suns"
"2688",356,"Josh",6,4,"Okogie","G",212,18,"MIN","Minnesota","West","Northwest","Minnesota Timberwolves","Timberwolves"
"2689",666821,"KZ",NA,NA,"Okpala","F",NA,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"2690",357,"Victor",6,4,"Oladipo","G",210,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"2691",358,"Kelly",7,0,"Olynyk","F",240,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"2692",666824,"Miye",NA,NA,"Oni","G",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"2693",359,"Cedi",6,8,"Osman","F",215,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2694",377,"Bobby",6,11,"Portis","F",250,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"2695",386,"Chasson",6,2,"Randle","G",185,10,"GSW","Golden State","West","Pacific","Golden State Warriors","Warriors"
"2696",389,"JJ",6,4,"Redick","G",200,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"2697",667378,"Naz",NA,NA,"Reid","F-C",NA,18,"MIN","Minnesota","West","Northwest","Minnesota Timberwolves","Timberwolves"
"2698",50966,"Cameron",NA,NA,"Reynolds","G",NA,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
"2699",666871,"Justin",NA,NA,"Robinson","G",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"2700",391,"Josh",6,6,"Richardson","G-F",200,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"2701",393,"Austin",6,4,"Rivers","G",200,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"2702",394,"Andre",6,7,"Roberson","G-F",210,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"2703",395,"Glenn",6,6,"Robinson III","G-F",222,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"2704",397,"Duncan",6,8,"Robinson","F",210,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"2705",398,"Jerome",6,5,"Robinson","G",190,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"2706",399,"Mitchell",7,1,"Robinson","C",240,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"2707",666488,"Perrion",NA,NA,"Callandret","G",NA,5,"CHI","Chicago","East","Central","Chicago Bulls","Bulls"
"2708",415,"Iman",6,5,"Shumpert","G",215,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"2709",92,"Troy",6,4,"Caupain","G",210,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"2710",666486,"Devontae",NA,NA,"Cacok","F-C",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"2711",96,"Joe",6,3,"Chealey","G",190,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"2712",231,"Jaren",6,11,"Jackson Jr.","F-C",242,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"2713",233,"Frank",6,3,"Jackson","G",205,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"2714",2309958,"Jontay",NA,NA,"Porter","C-F",NA,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"2715",666873,"Isaiah",NA,NA,"Roby","F",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"2716",400,"Rajon",6,1,"Rondo","G",186,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"2717",402,"Terrence",6,7,"Ross","G-F",206,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2718",666885,"Admiral",NA,NA,"Schofield","F",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"2719",427,"Ray",NA,NA,"Spalding","F",NA,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"2720",444,"Tristan",6,10,"Thompson","C-F",238,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2721",666923,"Matisse",NA,NA,"Thybulle","G-F",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"2722",666529,"Jon",NA,NA,"Davis","G",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2723",126,"Marcus",6,7,"Derrickson","F",249,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"2724",2219,"Milton",NA,NA,"Doyle","",NA,5,"CHI","Chicago","East","Central","Chicago Bulls","Bulls"
"2725",666552,"John",NA,NA,"Egbunu","C",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"2726",17,"Carmelo",NA,NA,"Anthony","F",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"2727",666611,"Donta",NA,NA,"Hall","F",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"2728",218,"Rodney",6,8,"Hood","G",206,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"2729",219,"Al",6,10,"Horford","C-F",245,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"2730",666650,"Talen",NA,NA,"Horton-Tucker","G",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"2731",666576,"Abdul",NA,NA,"Gaddy","G",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"2732",2175,"Danuel",6,7,"House Jr.","",220,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"2733",220,"Dwight",6,11,"Howard","C",265,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"2734",666580,"JaKeenan",NA,NA,"Gant","F",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"2735",221,"Kevin",6,7,"Huerter","G",190,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"2736",666656,"De'Andre",NA,NA,"Hunter","F",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"2737",666584,"Kaiser",NA,NA,"Gates","F",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"2738",222,"Chandler",6,7,"Hutchison","F",197,5,"CHI","Chicago","East","Central","Chicago Bulls","Bulls"
"2739",45947,"Donte",6,8,"Grantham","",215,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"2740",666598,"Hassani",NA,NA,"Gravett","G",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2741",223,"Serge",6,10,"Ibaka","F-C",235,28,"TOR","Toronto","East","Atlantic","Toronto Raptors","Raptors"
"2742",224,"Andre",6,6,"Iguodala","G-F",215,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"2743",225,"Ersan",6,10,"Ilyasova","F",235,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
"2744",190,"Daniel",NA,NA,"Hamilton","G-F",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2745",226,"Joe",6,8,"Ingles","F",226,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"2746",666717,"Vic",NA,NA,"Law","F",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2747",1687493,"Matt",NA,NA,"Mooney","G",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2748",666786,"Ja",NA,NA,"Morant","G",NA,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"2749",198,"Andrew",NA,NA,"Harrison","G",NA,10,"GSW","Golden State","West","Pacific","Golden State Warriors","Warriors"
"2750",328,"Marcus",6,9,"Morris","F",235,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"2751",329,"Markieff",NA,NA,"Morris","F",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"2752",330,"Monte",6,3,"Morris","G",175,8,"DEN","Denver","West","Northwest","Denver Nuggets","Nuggets"
"2753",1358055,"Anzejs",NA,NA,"Pasecniks","C",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"2754",2222,"Myke",NA,NA,"Henry","",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"2755",3092,"Haywood",6,7,"Highsmith","",220,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"2756",666637,"Ahmed",NA,NA,"Hill","G",NA,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"2757",666640,"Amir",NA,NA,"Hinton","G",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"2758",1573276,"Levi",NA,NA,"Randolph","G",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2759",666647,"Daulton",NA,NA,"Hommes","F",NA,27,"SAS","San Antonio","West","Southwest","San Antonio Spurs","Spurs"
"2760",2189,"Gary",NA,NA,"Payton II","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"2761",2270852,"Sir'Dominic",NA,NA,"Pointer","G-F",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2762",378,"Kristaps",7,3,"Porzingis","F-C",240,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2763",379,"Dwight",6,11,"Powell","F-C",240,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2764",380,"Norman",6,4,"Powell","F-G",215,28,"TOR","Toronto","East","Atlantic","Toronto Raptors","Raptors"
"2765",383,"Taurean",6,8,"Prince","F",220,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"2766",387,"Julius",6,9,"Randle","F",250,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"2767",666859,"Josh",NA,NA,"Reaves","G",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2768",666860,"Cameron",NA,NA,"Reddish","F-G",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"2769",403,"Terry",6,1,"Rozier","G",190,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"2770",404,"Ricky",6,4,"Rubio","G",190,24,"PHX","Phoenix","West","Pacific","Phoenix Suns","Suns"
"2771",1603383,"Gabe",NA,NA,"Vincent","G",NA,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"2772",1567838,"Paul",NA,NA,"Watson","G",NA,28,"TOR","Toronto","East","Atlantic","Toronto Raptors","Raptors"
"2773",479,"Johnathan",6,9,"Williams","F",228,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"2774",22,"Deandre",7,1,"Ayton","C",250,24,"PHX","Phoenix","West","Pacific","Phoenix Suns","Suns"
"2775",60,"Tony",6,10,"Bradley","C",248,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"2776",666463,"Jarrell",NA,NA,"Brantley","F",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"2777",666464,"Ignas",NA,NA,"Brazdeikis","F",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"2778",61,"Mikal",6,7,"Bridges","F",210,24,"PHX","Phoenix","West","Pacific","Phoenix Suns","Suns"
"2779",50793,"Isaac",NA,NA,"Humphries","C",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2780",62,"Miles",6,7,"Bridges","F",225,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"2781",666468,"Oshae",NA,NA,"Brissett","F",NA,28,"TOR","Toronto","East","Atlantic","Toronto Raptors","Raptors"
"2782",65,"Malcolm",6,5,"Brogdon","G",229,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"2783",66,"Dillon",6,6,"Brooks","G-F",220,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"2784",232,"Demetrius",NA,NA,"Jackson","G",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"2785",114,"Seth",6,2,"Curry","G",185,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2786",115,"Stephen",6,3,"Curry","G",190,10,"GSW","Golden State","West","Pacific","Golden State Warriors","Warriors"
"2787",116,"Troy",6,4,"Daniels","G",205,8,"DEN","Denver","West","Northwest","Denver Nuggets","Nuggets"
"2788",1364,"Joe",NA,NA,"Johnson","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"2789",64,"Ryan",6,7,"Broekhoff","G-F",215,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2790",50823,"Jemerrio",NA,NA,"Jones","F",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"2791",666702,"Sagaba",NA,NA,"Konate","F",NA,28,"TOR","Toronto","East","Atlantic","Toronto Raptors","Raptors"
"2792",666697,"Stanton",NA,NA,"Kidd","F",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"2793",117,"Anthony",6,10,"Davis","F-C",253,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"2794",666707,"Christ",NA,NA,"Koumadje","C",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"2795",666708,"David",NA,NA,"Kramer","G",NA,24,"PHX","Phoenix","West","Pacific","Phoenix Suns","Suns"
"2796",118,"Ed",6,10,"Davis","C",225,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"2797",666530,"Terence",NA,NA,"Davis","G",NA,28,"TOR","Toronto","East","Atlantic","Toronto Raptors","Raptors"
"2798",666714,"Terry",NA,NA,"Larrier","F",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"2799",666716,"Dedric",NA,NA,"Lawson","F",NA,27,"SAS","San Antonio","West","Southwest","San Antonio Spurs","Spurs"
"2800",167,"Danilo",6,10,"Gallinari","F",225,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"2801",168,"Langston",6,2,"Galloway","G",200,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"2802",666581,"Darius",NA,NA,"Garland","G",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2803",666726,"Mathias",NA,NA,"Lessort","F",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"2804",169,"Marc",7,1,"Gasol","C",255,28,"TOR","Toronto","East","Atlantic","Toronto Raptors","Raptors"
"2805",217,"Richaun",6,10,"Holmes","F-C",235,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"2806",666653,"William",NA,NA,"Howard","G-F",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"2807",289,"Tyler",6,10,"Lydon","F",225,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"2808",228,"Kyrie",6,3,"Irving","G",193,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"2809",229,"Jonathan",6,10,"Isaac","F",210,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2810",230,"Wes",6,7,"Iwundu","F",195,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2811",234,"Josh",6,8,"Jackson","F",200,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"2812",235,"Justin",6,8,"Jackson","F",210,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2813",236,"Reggie",6,3,"Jackson","G",208,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"2814",666672,"Justin",NA,NA,"James","G-F",NA,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"2815",237,"LeBron",6,8,"James","F",250,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"2816",666675,"DaQuan",NA,NA,"Jeffries","F",NA,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"2817",170,"Pau",7,0,"Gasol","C-F",250,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"2818",50815,"BJ",NA,NA,"Johnson","F",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2819",253,"Enes",NA,NA,"Kanter","C",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"2820",254,"Luke",6,5,"Kennard","G",206,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"2821",255,"Michael",6,7,"Kidd-Gilchrist","F",232,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2822",238,"Amile",6,9,"Jefferson","F",222,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"2823",666698,"Louis",NA,NA,"King","F",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"2824",2099,"Bruno",6,9,"Caboclo","",218,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"2825",2075,"Devyn",NA,NA,"Marble","",NA,10,"GSW","Golden State","West","Pacific","Golden State Warriors","Warriors"
"2826",81,"Kentavious",6,5,"Caldwell-Pope","G",205,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"2827",298,"Jarell",6,10,"Martin","F",239,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"2828",300,"Yante",6,8,"Maten","F",240,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"2829",666755,"Dakota",NA,NA,"Mathias","G",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"2830",666489,"Vlatko",NA,NA,"Cancar","F",NA,8,"DEN","Denver","West","Northwest","Denver Nuggets","Nuggets"
"2831",666757,"Luke",NA,NA,"Maye","F",NA,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
